values; percentile
495.90; 0.19
495.90; 0.19
496.05; 0.19
496.12; 0.19
496.15; 0.19
496.16; 0.19
496.35; 0.19
496.37; 0.19
496.41; 0.19
496.50; 0.19
496.75; 0.20
496.77; 0.20
496.87; 0.20
496.95; 0.20
496.98; 0.20
497.01; 0.20
497.13; 0.20
497.22; 0.20
497.26; 0.20
497.40; 0.20
497.48; 0.20
497.55; 0.20
497.64; 0.20
497.86; 0.20
497.91; 0.20
497.91; 0.20
497.96; 0.20
498.20; 0.20
498.31; 0.20
498.37; 0.20
498.98; 0.20
499.05; 0.20
499.12; 0.20
499.22; 0.20
499.27; 0.20
499.46; 0.20
499.48; 0.20
499.62; 0.20
499.79; 0.20
499.84; 0.20
500.58; 0.21
500.66; 0.21
500.88; 0.21
500.92; 0.21
501.03; 0.21
501.20; 0.21
501.29; 0.21
501.44; 0.21
501.80; 0.21
501.82; 0.21
501.84; 0.21
501.91; 0.21
501.92; 0.21
502.18; 0.21
502.19; 0.21
502.21; 0.21
502.58; 0.21
502.63; 0.21
502.64; 0.21
502.83; 0.21
502.86; 0.21
502.98; 0.21
502.98; 0.21
503.01; 0.21
503.03; 0.21
503.05; 0.21
503.30; 0.21
503.45; 0.21
503.53; 0.21
503.58; 0.21
503.64; 0.21
503.84; 0.22
503.98; 0.22
503.99; 0.22
504.38; 0.22
504.48; 0.22
504.49; 0.22
504.49; 0.22
504.54; 0.22
504.55; 0.22
504.56; 0.22
504.93; 0.22
505.05; 0.22
505.06; 0.22
505.06; 0.22
505.42; 0.22
505.56; 0.22
505.79; 0.22
505.90; 0.22
505.93; 0.22
506.15; 0.22
506.26; 0.22
506.37; 0.22
506.40; 0.22
506.45; 0.22
506.95; 0.22
507.08; 0.22
507.10; 0.22
507.60; 0.22
507.72; 0.22
507.87; 0.22
508.05; 0.22
508.13; 0.23
508.26; 0.23
508.41; 0.23
509.20; 0.23
509.35; 0.23
509.35; 0.23
509.37; 0.23
509.45; 0.23
509.49; 0.23
509.82; 0.23
509.83; 0.23
509.90; 0.23
510.02; 0.23
510.32; 0.23
510.51; 0.23
510.55; 0.23
510.69; 0.23
510.89; 0.23
511.16; 0.23
511.23; 0.23
511.94; 0.23
512.07; 0.23
512.24; 0.23
512.41; 0.23
512.48; 0.23
512.69; 0.23
512.83; 0.23
513.30; 0.23
513.47; 0.23
514.38; 0.23
514.65; 0.24
515.01; 0.24
515.19; 0.24
515.20; 0.24
515.39; 0.24
515.53; 0.24
515.71; 0.24
515.81; 0.24
515.97; 0.24
516.16; 0.24
516.17; 0.24
516.27; 0.24
516.30; 0.24
516.73; 0.24
